Numeric Value,Category Name,Sub
694,Масло сливочное несоленое - «Крестьянское» ,5_1_5
695,Масло сладко-сливочное несоленое «Любительское» ,5_1_3
696,Масло сладко-сливочное соленое «Любительское»    ,5_1_4
697,Масло сливочное соленое ,5_1_6
698,Масло сливочное,5_1_7
699,Масло топленое ,5_1_8
700,Шпик свиной ,5_2_5
701,Шпик свиной соленый    ,5_2_6
702,Жир бараний ,5_2_1
703,Жир говяжий топленый ,5_2_2
704,Жир костный топленый ,5_2_3
705,Жир свиной топленый ,5_2_4
706,Жир куриный ,5_2_7
707,Жир из печени трески ,5_3_1
708,Масло  льняное ,5_4_11
709,Масло  оливковое ,5_4_12
710,Масло арахисовое  ,5_4_1
711,Масло подсолнечное ,5_4_15
712,Масло подсолнечное нерафинированное,5_4_14
713,Молоко кокосовое,5_4_7
714,Масло горчичное ,5_4_2
715,Масло какао ,5_4_3
716,Масло какаовелла ,5_4_4
717,Масло канолы    ,5_4_5
718,Масло кокосовое ,5_4_6
719,Масло конопляное   ,5_4_8
720,Масло кукурузное ,5_4_9
721,Масло кунжутное ,5_4_10
722,Масло  пальмовое ,5_4_13
723,Масло рапсовое ,5_4_16
724,Масло  соевое ,5_4_17
725,Маргарин ,5_5_1
726,Маргарин ,5_5_6
727,Маргарин  сливочный ,5_5_5
728,Маргарин «Здоровье» ,5_5_2
729,Маргарин низкокалорийный 60% жирности ,5_5_3
730,Маргарин  молочный  столовый ,5_5_4
731,Жир кулинарный,5_6_1
732,Жир  кондитерский,5_7_1
733,Майонез  «Провансаль» ,5_8_1
734,Майонез столовый молочный    ,5_8_2
735,Зерно твёрдой пшеницы ,6_1_1_1
736,Зерно мягкой пшеницы ,6_1_1_2
737,Мука блинная,6_1_2 _2
738,Мука из пшеницы,6_1_2 _1
739,Смесь для приготовления мучных кондитерских изделий,6_1_2 _3
740,Крупа манная ,6_1_3 _2
741,Крупа пшеничная,6_1_3 _1
742,Хлопья пшеничные,6_1_3 _3
743,Макароны из пшеничной муки,6_1_4_1
744,Багет,6_1_5_1
745,Батон нарезной,6_1_5_2
746,Батон простой,6_1_5_3
747,Булка ярославская,6_1_5_4
748,Булки городские,6_1_5_5
749,Булочка повышенной калорийности,6_1_5_6
750,Булочка с корицей ,6_1_5_7
751,Булочка с кунжутом,6_1_5_8
752,Булочка с маком,6_1_5_9
753,Булочки бутербродные и для гамбургеров,6_1_5_10
754,Булочки молочные,6_1_5_11
755,Булочки разные,6_1_5_12
756,Булочки сдобные,6_1_5_13
757,Булочки сдобные с фруктами/ягодами,6_1_5_14
758,Калач,6_1_5_15
759,Лепешка, лаваш,6_1_5_16
760,Плюшка,6_1_5_17
761,Фокачча,6_1_5_18
762,Хлеб бездрожжевой или на закваске,6_1_5_19
763,Хлеб Заварной,6_1_5_20
764,Хлеб зерновой ,6_1_5_21
765,Хлеб Молочный,6_1_5_22
766,Хлеб на сыворотке ,6_1_5_23
767,Хлеб Нарезка,6_1_5_24
768,Хлеб Нарезной,6_1_5_25
769,Хлеб Пеклеванный,6_1_5_26
770,Хлеб порционный,6_1_5_27
771,Хлеб Пшеничный,6_1_5_28
772,Хлеб с изюмом,6_1_5_29
773,Хлеб солодовый,6_1_5_30
774,Хлеб Тостовый,6_1_5_31
775,Хлеб фитнес,6_1_5_32
776,Хлеб Чесночный,6_1_5_33
777,Хлебные палочки соленые,6_1_5_34
778,Хлебобулочное изделие с чесноком,6_1_5_36
779,Хлебцы докторские (мука в/с и отруби пшеничные) ,6_1_5_35
780,Чиабатта,6_1_5_37
781,Хлеб с отрубями,6_1_6_1
782,Хлеб Горчичный,6_1_6_2
783,Хлеб Гречневый,6_1_6_3
784,Хлеб Кукурузный,6_1_6_4
785,Хлеб Льняной,6_1_6_5
786,Хлеб ржано-пшеничный ,6_1_6_6
787,Хлеб рижский ,6_1_6_7
788,Баранки сдобные ,6_1_7_1
789,Бублики и баранки простые,6_1_7_2
790,Галеты ,6_1_7_3
791,Гренки,6_1_7_4
792,Кекс,6_1_7_5
793,Корж,6_1_7_6
794,Крекеры ,6_1_7_7
795,Мюсли и  батончики из злаков ,6_1_7_8
796,Печенье  миндальное    ,6_1_7_9
797,Печенье Американское,6_1_7_10
798,Печенье бисквитное с начинкой,6_1_7_11
799,Печенье бисквитное с шоколадной глазурью,6_1_7_12
800,Печенье бисквитное шоколадное,6_1_7_13
801,Печенье затяжное,6_1_7_14
802,Печенье зерновое,6_1_7_15
803,Печенье Лимоннное,6_1_7_16
804,Печенье Молочное,6_1_7_17
805,Печенье песочное,6_1_7_18
806,Печенье с творогом,6_1_7_19
807,Печенье сахарное,6_1_7_20
808,Печенье сдобное,6_1_7_21
809,Печенье сдобное глазированное,6_1_7_22
810,Печенье сдобное с начинкой,6_1_7_23
811,Печенье сдобное с шоколадом,6_1_7_24
812,Печенье сливочное,6_1_7_25
813,Печенье слоеное,6_1_7_26
814,Печенье со злаками,6_1_7_27
815,Печенье чак-чак или хворост,6_1_7_28
816,Пряники заварные ,6_1_7_29
817,Пряники сырцовые ,6_1_7_30
818,Рулет или улитка  ,6_1_7_31
819,Рулет с маком,6_1_7_32
820,Соломка сладкая,6_1_7_33
821,Сухари  панировочные,6_1_7_34
822,Сухари сдобные,6_1_7_35
823,Сухарики (снэк) с добавками,6_1_7_36
824,Сушки простые ,6_1_7_37
825,Блины,6_1_8_1
826,Блины с ветчиной и сыром,6_1_8_2
827,Блины с мясным наполнителем,6_1_8_3
828,Блины с разным наполнителем,6_1_8_4
829,Блины с творогом,6_1_8_5
830,Блины со сладким наполнителем,6_1_8_6
831,Вареники,6_1_8_7
832,Вареники с вишней,6_1_8_8
833,Вареники с картошкой,6_1_8_9
834,Вареники с творогом,6_1_8_10
835,Ватрушка   ,6_1_8_11
836,Выпечка,6_1_8_12
837,Выпечка с творогом,6_1_8_13
838,Каша манная,6_1_8_14
839,Кулебяка с  капустой ,6_1_8_15
840,Мучные изделия с ветчиной и сыром,6_1_8_16
841,Оладьи,6_1_8_17
842,Пироги и булки с сыром,6_1_8_18
843,Пироги с повидлом,6_1_8_19
844,Пироги с фруктами,6_1_8_20
845,Пирожки  печеные,6_1_8_21
846,Пирожки с  капустой ,6_1_8_22
847,Пирожки с  яйцом и луком,6_1_8_23
848,Пирожки с ягодами,6_1_8_24
849,Тесто,6_1_8_25
850,Хачапури,6_1_8_26
851,Макароны  отварные  с жиром ,6_1_9_1
852,Макароны отварные,6_1_9_2
853,Макароны отварные с мясом и мясным соусом ,6_1_9_3
854,Макароны отварные с овощами,6_1_9_4
855,Макароны отварные с рыбой,6_1_9_5
856,Макароны отварные с сыром,6_1_9_6
857,Семена льна,6_10_1_1
858,Изделия из крахмала и крахмальной муки,6_10_2_4
859,Каша из смеси злаков,6_10_2_1
860,Сухие затраки из злаков с добавками,6_10_2_2
861,Хлопья из злаков ,6_10_2_3
862,Отруби без добавок,6_10_3_1
863,Отруби с добавками и в гранулах,6_10_3_2
864,Проростки семян ,6_10_4_3
865,Киноа крупа,6_2_1_1
866,Зерно  рожь продовольственное ,6_3_1_1
867,Мука рожь,6_3_2_1
868,Хлеб бородинский,6_3_3_2
869,Хлеб дарницкий,6_3_3_3
870,Хлеб из ржаной муки,6_3_3_1
871,Хлеб столичный ,6_3_3_4
872,Хлеб украинский ,6_3_3_5
873,Зерно овес продовольственное ,6_4_1_1
874,Мука овес  ,6_4_2_1
875,Толокно овес  ,6_4_2_2
876,Крупа овсяная ,6_4_3_1
877,Хлопья «Геркулес» овес ,6_4_3_2
878,Каша овсяная,6_4_4_1
879,Печенье овсяное,6_4_4_2
880,Зерно рис продовольственное ,6_5_1 _1
881,Мука рис,6_5_2_1
882,Крупа рисовая ,6_5_3_1
883,Рис бурый,6_5_3_2
884,Каша рисовая,6_5_4_1
885,Макаронные изделия из рисовой муки,6_5_4_2
886,Плов,6_5_4_3
887,Рис воздушный (экструдированный),6_5_4_4
888,Рис отварной,6_5_4_5
889,Рис с курицей,6_5_4_6
890,Рис с овощами,6_5_4_7
891,Рис с рыбой или морепродуктами,6_5_4_8
892,Рисовая лапша с овощами,6_5_4_9
893,Суп харчо с мясом,6_5_4_10
894,Зерно гречиха продовольственное ,6_6_1_1
895,Мука гречиха,6_6_2_1
896,Крупа гречиха продел ,6_6_3_1
897,Крупа гречиха ядрица ,6_6_3_2
898,Каша гречневая из крупы ядрицы,6_6_4_1
899,Каша гречневая с грибами или овощами,6_6_4_2
900,Макаронные изделия из гречневой муки,6_6_4_3
901,Зерно ячмень продовольственное ,6_7_1_1
902,Крупа перловая ячмень ,6_7_2_1
903,Крупа ячневая ячмень ,6_7_2_2
904,Каша перловая ячмень,6_7_3_1
905,Зерно  просо продовольственное ,6_8_1_1
906,Крупа просо пшено шлифованное ,6_8_2_1
907,Каша пшенная,6_8_3_1
908,Хлопья пшенные,6_8_3_2
909,Зерно кукуруза продовольственное ,6_9_1_1
910,Изделия с добавлением кукурузной муки,6_9_2_2
911,Мука кукуруза ,6_9_2_1
912,Крупа кукуруза ,6_9_3_1
913,Крахмал кукуруза ,6_9_4_1
914,Каша кукурузная,6_9_5_3
915,Кукуруза  в початках,6_9_5_1
916,Кукуруза консервированная,6_9_5_2
917,Хлопья кукурузные,6_9_5_4
918,Горох лущеный ,7_1_2
919,Горох отварной,7_1_3
920,Горох отварной с копченой грудинкой,7_1_4
921,Горох, зерно ,7_1_1
922,Горошек зеленый.  ,7_1_5
923,Горошек зеленый. Консервы ,7_1_6
924,Мука гороховая,7_1_7
925,Напиток соевый,7_1_24
926,Нут,7_1_20
927,Соевое мясо,7_1_23
928,Суп гороховый,7_1_9
929,Тофу (соевый сыр),7_2_1
930,Фасоль (стручок) ,7_1_18
931,Фасоль пророщенная (маш),7_1_16
932,Фасоль стручковая.Консервы ,7_1_19
933,Фасоль, зерно ,7_1_14
934,Фасоль, зерно. Консервы,7_1_17
935,Чечевица, зерно ,7_1_22
936,Пюре гороховое,7_1_8
937,Салат с фасолью,7_1_15
938,Суп с бобовыми (фасоль),7_1_21
939,Соя, зерно ,7_1_10
940,Мука соевая необезжиренная ,7_1_11
941,Мука соевая полуобезжиренная ,7_1_12
942,Мука соевая обезжиренная ,7_1_13
943,Арахис ,7_2_2
944,Грецкий орех очищенный ,7_2_3
945,Каштан,7_2_11
946,Лещина ,7_2_6
947,Напиток миндальный,7_2_8
948,Смесь орехов и фруктов,7_2_13
949,Фисташки,7_2_10
950,Чурчхела,7_2_12
951,Грецкий орех в скорлупе  ,7_2_4
952,Кешью ,7_2_5
953,Миндаль ,7_2_7
954,Фундук ,7_2_9
955,Оливки. Консервы ,7_3_5
956,Подсолнечник ,7_3_6
957,Семена тыквы,7_4_1
958,Горчица ,7_3_1
959,Кунжут ,7_3_2
960,Мак ,7_3_3
961,Оливки (мякоть) ,7_3_4
962,Спаржа соевая,7_4_3
963,Хумус,7_4_2
964,Салат со спаржей соевой,7_4_4
965,Базилик,8_1_4
966,Зелень ассорти,8_1_5
967,Капуста Пак-чой (Бок-чой),8_1_10
968,Капуста пекинская,8_1_11
969,Кинза,8_1_2
970,Петрушка,8_1_1
971,Пюре из овощей Консервы,8_1_17
972,Руккола,8_1_3
973,Сельдерей,8_1_7
974,Спаржа,8_1_22
975,Суп-пюре из шпината,8_1_16
976,Укроп,8_1_21
977,Шпинат,8_1_15
978,Щавель,8_1_19
979,Щи из щавеля,8_1_20
980,Айсберг салат листовой,8_1_9
981,Салат,8_1_8
982,Салат зеленый,8_1_12
983,Водоросли,8_10_1
984,Морская капуста,8_10_3
985,Салат с морской капустой,8_10_4
986,Суп Мисо,8_10_2
987,Грибы белые,8_12_1
988,Вешенки (грибы),8_12_13
989,Грибы ассорти консервированные,8_12_14
990,Грибы, запеченные,8_12_6
991,Опята,8_12_8
992,Борщ из свежей капусты и картофеля,8_2_5
993,Борщ из свежей капусты, картофеля и говядины,8_2_4
994,Брюссельская капуста,8_2_18
995,Голубцы,8_2_11
996,Голубцы овощные,8_2_12
997,Капуста отварная,8_2_7
998,Капуста цветная жареная,8_2_25
999,Капуста цветная отварная,8_2_26
1000,Капуста Белокочанная,8_2_1
1001,Капуста брокколи,8_2_23
1002,Капуста жареная,8_2_9
1003,Капуста запеченная,8_2_10
1004,Капуста квашеная,8_2_14
1005,Капуста краснокочанная,8_2_20
1006,Капуста с морковью,8_2_3
1007,Капуста тушеная,8_2_8
1008,Капуста цветная,8_2_24
1009,Котлеты Капустные,8_2_13
1010,Салат из капусты белокочанной,8_2_2
1011,Салат из квашеной капусты,8_2_15
1012,Суп-пюре овощной,8_2_21
1013,Щи из квашеной капусты,8_2_16
1014,Щи из свежей капусты,8_2_6
1015,Щи суточные,8_2_17
1016,Суп овощной,8_2_22
1017,Лук жареный,8_3_5
1018,Лук зелёный (перо),8_3_1
1019,Лук маринованный,8_3_6
1020,Лук репка,8_3_4
1021,Лук порей,8_3_3
1022,Чеснок,8_3_7
1023,Салат из зеленого лука,8_3_2
1024,Драники картофельные,8_4_25
1025,Запеканка картофельная с овощами,8_4_23
1026,Зразы картофельные,8_4_24
1027,Картофель жаренный брусочками,8_4_14
1028,Картофель запеченный ,8_4_16
1029,Картофель отварной,8_4_10
1030,Картофель тушёный,8_4_11
1031,Картофель тушёный с грибами,8_4_12
1032,Картофель,8_4_3
1033,Картофель молодой,8_4_2
1034,Картофель сладкий батат,8_4_1
1035,Картофель, жаренный во фритюре,8_4_15
1036,Картофель, жаренный ломтиками (из отварного),8_4_13
1037,Котлеты картофельные,8_4_22
1038,Крахмал картофельный,8_4_28
1039,Окрошка овощная,8_4_5
1040,Пирожки картофельные с морковью,8_4_27
1041,Пирожки с картофелем,8_4_26
1042,Пюре картофельное,8_4_18
1043,Рагу овощное,8_4_17
1044,Рассольник домашний,8_4_6
1045,Салат Оливье,8_4_20
1046,Салат картофельный с огурцами,8_4_19
1047,Салат Столичный,8_4_21
1048,Суп картофельный с перловой крупой,8_4_8
1049,Суп картофельный,8_4_7
1050,Суп-пюре из картофеля,8_4_9
1051,Борщ летний,8_5_21
1052,Борщ,8_5_20
1053,Борщ украинский,8_5_22
1054,Винегрет,8_5_17
1055,Запеканка морковная,8_5_10
1056,Икра свекольная,8_5_15
1057,Имбирь,8_5_35
1058,Котлеты морковные,8_5_9
1059,Свекла тушёная,8_5_19
1060,Морковный сок или фреш,8_5_13
1061,Морковь отварная,8_5_8
1062,Морковь,8_5_2
1063,Морковь,8_5_4
1064,Морковь сушенная,8_5_3
1065,Пудинг морковный,8_5_11
1066,Пюре из моркови,8_5_6
1067,Редис,8_5_25
1068,Редька чёрная,8_5_31
1069,Редька и дайкон,8_5_32
1070,Редька с маслом,8_5_33
1071,Репа,8_5_28
1072,Салат из моркови,8_5_5
1073,Салат из свеклы с сыром и чесноком,8_5_18
1074,Салат из редиса,8_5_26
1075,Свекла отварная,8_5_16
1076,Свекла,8_5_14
1077,Свекольник холодный,8_5_23
1078,Сельдерей,8_5_24
1079,Хрен,8_5_34
1080,Огурцы (парниковые),8_6_1
1081,Огурцы сезонные,8_6_3
1082,Огурцы (грунтовые),8_6_2
1083,Огурцы и томаты консервированные,8_6_7
1084,Огурцы маринованные,8_6_6
1085,Огурцы соленые,8_6_5
1086,Салат из свежих огурцов,8_6_4
1087,Салат из солёных огурцов с луком,8_6_8
1088,Набор овощей,8_7_4
1089,Помидоры без кожицы. Консервы,8_7_10
1090,Помидоры с кожицей. Консервы,8_7_9
1091,Помидоры сушенные, вяленные,8_7_11
1092,Салат из свежих помидоров и огурцов,8_7_6
1093,Салат из свежих помидоров,8_7_5
1094,Томатная паста. Консервы,8_7_13
1095,Томаты (грунтовые),8_7_1
1096,Томаты огурцы, ассорти (набор),8_7_3
1097,Томаты сезонные,8_7_2
1098,Салат из свежих помидоров с перцем,8_7_7
1099,Суп томатный,8_7_14
1100,Икра кабачковая,8_8_12
1101,Кабачки жаренные,8_8_7
1102,Кабачки запечённые,8_8_9
1103,Кабачки тушеные,8_8_8
1104,Кабачки,8_8_5
1105,Кабачки, фаршированные овощами,8_8_10
1106,Каша и пюре из тыквы,8_8_3
1107,Цукини,8_8_6
1108,Суп тыквенный,8_8_4
1109,Перец сладкий,8_9_4
1110,Баклажаны,8_9_1
1111,Баклажаны, фаршированные овощами,8_9_3
1112,Гуакамоле,8_9_13
1113,Икра из баклажанов. Консервы,8_9_2
1114,Каперсы,8_9_14
1115,Кимчи (квашенная пекинская капуста),8_9_12
1116,Овощи замороженные ассорти,8_9_11
1117,Овощная смесь, консервы,8_9_10
1118,Перец острый свежий,8_9_5
1119,Перец маринованный. Консервы,8_9_8
1120,Перец, фаршированный мясом,8_9_7
1121,Перец, фаршированный овощами,,8_9_6
1122,Шампиньоны,8_12_12
1123,Суп грибной,8_12_3
1124,Пироги с грибами,8_12_15
1125,Овощи ассорти  жареные,8_11_1
1126,Лечо,8_11_4
1127,Овощи ассорти   варенные или тушенные,8_11_2
1128,Суши с овощами,8_11_3
1129,Салат греческий,8_1_14
1130,Салат разный,8_11_5
1131,Салат-бар,8_11_6
1132,Ревень,8_1_6
1133,Салат зеленый с огурцами,8_1_13
1134,Шпинат-пюре. Консервы,8_1_18
1135,Кольраби,8_2_19
1136,Картофель сушеный,8_4_4
1137,Топинамбур,8_5_1
1138,Суп-пюре из моркови,8_5_7
1139,Суфле морковное,8_5_12
1140,Брюква,8_5_27
1141,Петрушка (корень),8_5_29
1142,Пастернак (корень),8_5_30
1143,Помидоры жареные и запеченные,8_7_8
1144,Томатное пюре. Консервы,8_7_12
1145,Тыква,8_8_1
1146,Тыква кулинарно обработанная,8_8_2
1147,Кабачки тушеные,8_8_11
1148,Набор овощей,8_9_9
1149,Грибы белые сушеные,8_12_2
1150,Грибы жареные,8_12_4
1151,Грибы жареные с картофелем,8_12_5
1152,Лисички,8_12_7
1153,Подберёзовики,8_12_9
1154,Подосиновики,8_12_10
1155,Сыроежки,8_12_11
1156,Водоросли,8_10_3
1157,Абрикос с сахаром,9_1_4
1158,Абрикосы ,9_1_1
1159,Абрикосы сушеные без косточки (курага) ,9_1_3
1160,Абрикосы сушеные с косточкой (урюк) ,9_1_2
1161,Вишня ,9_1_6
1162,Персик ,9_1_8
1163,Слива (садовая) ,9_1_10
1164,Слива сушеная (чернослив) ,9_1_11
1165,Финики ,9_1_14
1166,Черешня ,9_1_15
1167,Айва ,9_2_1
1168,Груша ,9_2_2
1169,Груша сушеная ,9_2_3
1170,Смесь сухофруктов,9_2_4
1171,Яблоки ,9_2_8
1172,Яблоки сушеные ,9_2_9
1173,Гранат ,9_3_1
1174,Киви ,9_3_4
1175,Хурма ,9_3_6
1176,Апельсин ,9_2_5
1177,Апельсин с сахаром,9_4_2
1178,Грейпфрут ,9_4_3
1179,Лайм,9_4_8
1180,Лимон ,9_4_7
1181,Мандарин ,9_4_10
1182,Помело,9_4_6
1183,Авокадо,9_5_4
1184,Ананас ,9_5_1
1185,Банан ,9_5_2
1186,Кокос, мякоть,9_5_3
1187,Манго,9_5_5
1188,Манго в сиропе. Консервы,9_11_5
1189,Манго сушеное,9_5_6
1190,Барбарис,9_6_16
1191,Виноград ,9_6_1
1192,Виноград сушеный (кишмиш) ,9_6_2
1193,Земляника (садовая) ,9_6_3
1194,Земляника садовая (клубника), замороженная,9_6_4
1195,Малина ,9_6_6
1196,Смородина красная ,9_6_11
1197,Смородина черная ,9_6_12
1198,Ягоды с сахаром,9_6_15
1199,Брусника ,9_7_1
1200,Голубика ,9_7_2
1201,Ежевика ,9_7_3
1202,Клюква ,9_7_4
1203,Арбуз ,9_8_1
1204,Дыня ,9_8_2
1205,Варенье из абрикос,9_9_4
1206,Варенье из вишни,9_9_1
1207,Варенье из инжира,9_9_2
1208,Варенье из клубники ,9_9_7
1209,Варенье из малины ,9_9_8
1210,Варенье из орехов,9_9_3
1211,Варенье из рябины черноплодной ,9_9_11
1212,Джем из абрикосов ,9_9_14
1213,Джем из фруктов и ягод,9_9_17
1214,Джем мандариновый ,9_9_15
1215,Джем черносмородиновый ,9_9_16
1216,Желе из фруктов и ягод,9_9_21
1217,Повидло из фруктов и ягод,9_9_19
1218,Пюре яблочное ,9_9_20
1219,Алыча ,9_1_5
1220,Вишня с сахаром,9_1_7
1221,Персик сушеный ,9_1_9
1222,Чернослив со взбитыми сливками,9_1_12
1223,Терн ,9_1_13
1224,Рябина садовая красная ,9_2_6
1225,Рябина черноплодная ,9_2_7
1226,Инжир ,9_3_2
1227,Инжир сушеный ,9_3_3
1228,Киви пюре ,9_3_5
1229,Апельсин ,9_4_1
1230,Грейпфрут с сахаром,9_4_4
1231,Грейпфрут фреш и смузи,9_4_5
1232,Лимон с сахаром,9_4_9
1233,Крыжовник ,9_6_5
1234,Малина с молоком,9_6_7
1235,Суп-пюре из малины,9_6_8
1236,Облепиха ,9_6_9
1237,Смородина белая ,9_6_10
1238,Шиповник ,9_6_13
1239,Шиповник сухой ,9_6_14
1240,Морошка ,9_7_5
1241,Черника ,9_7_6
1242,Тыква ,9_8_3
1243,Варенье из айвы ,9_9_5
1244,Варенье из груши ,9_9_6
1245,Варенье из мандаринов ,9_9_9
1246,Варенье из персиков ,9_9_10
1247,Варенье из сливы ,9_9_12
1248,Варенье из яблок ,9_9_13
1249,Повидло яблочное ,9_9_18
1250,Смесь свежих фруктов и ягод ,9_10_1
1251,Смесь фруктов и ягод замороженная,9_10_2
1252,Смесь фруктов и ягод  измельченная,9_10_3
1253,Смесь фруктов и ягод сушенная,9_10_4
1254,Сушенные фрукты в глазури,9_10_5
1255,Ананасы в сиропе,9_11_1
1256,Персики в сиропе,9_11_2
1257,Абрикосы в сиропе,9_11_3
1258,Фрукты ассорти консервированные,9_11_4
1259,Косточки абрикосов и др фруктов,9_12_1
1260,Сахар-песок,10_1_1
1261,Сахар-рафинад,10_1_2
1262,Вафли,10_10_2
1263,Вафля с жировыми начинками,10_10_1
1264,Плитки кондитерские,10_8_15
1265,Пончики, пышки,10_10_3
1266,Булочка слоёная,10_11_1
1267,Булочка слоёная с жировыми начинками,10_11_4
1268,Булочка слоёная с творожной начинкой,10_11_2
1269,Булочка слоёная с фруктовыми начинками,10_11_3
1270,Медовик,10_11_24
1271,Мучные изделия с шоколадом,10_11_26
1272,Мучные изделия со сгущеным молоком,10_11_27
1273,Пироженое миндальное,10_11_12
1274,Пирожное бисквитное с белковым кремом,10_11_6
1275,Пирожное вафельное молочное,10_11_16
1276,Пирожное воздушное с кремом,10_11_11
1277,Пирожное заварное с кремом (трубочка),10_11_14
1278,Пирожное заварное с кремом (эклер),10_11_13
1279,Пирожное крошковое,10_11_15
1280,Пирожное песочное (кольцо),10_11_10
1281,Пирожное песочное с кремом,10_11_9
1282,Пирожное песочное с творогом,10_11_7
1283,Пирожное песочное с фруктами и ягодами,10_11_8
1284,Пирожное разное ассорти,10_11_17
1285,Пирожное слоёное с белковым кремом,10_11_5
1286,Суфле и бисквит в шоколадной глазури,10_11_25
1287,Торт бисквитный с фруктовой начинкой,10_11_19
1288,Торт бисквитный шоколадный,10_11_18
1289,Торт вафельный,10_11_22
1290,Торт миндальный,10_11_28
1291,Торт песочный,10_11_21
1292,Торт с безе и жирным кремом,10_11_29
1293,Торт слоёный,10_11_20
1294,Чизкейк,10_11_23
1295,Агар (В т.ч. НПВ-75,6),10_14_2
1296,Марципан,10_14_1
1297,Глазурь шоколадная,10_14_4
1298,Какао тёртое,10_14_5
1299,Мёд пчелиный,10_14_9
1300,Патизомальт,10_14_28
1301,Посыпка кондитерская,10_14_29
1302,Сироп из шиповника,10_14_20
1303,Сироп сладкий,10_14_19
1304,Цукаты,10_14_22
1305,Десерт разный 15% жира или с указанным % жира,10_12_4
1306,Кукурузные и сладкие палочки,10_12_2
1307,Пахлава,10_12_7
1308,Продукты с добавлением фруктозы,10_12_1
1309,Рахат лукум,10_12_6
1310,Штрудель,10_12_5
1311,Другие заменители сахара,10_13_4
1312,Эритрит,10_13_1
1313,Конфета глазированная,10_2_1
1314,Конфета леденцовая,10_2_2
1315,Конфета с молочной начинкой,10_2_3
1316,Конфета с фруктово - ягодной начинкой,10_2_4
1317,Конфета с шоколадно - ореховой начинкой,10_2_5
1318,Драже сахарное,10_3_1
1319,Ирис полутвёрдый,10_4_1
1320,Мармелад желейный,10_5_2
1321,Зефир,10_6_3
1322,Зефир, глазированный шоколадом,10_6_4
1323,Пастила,10_6_1
1324,Паста ореховая,10_7_3
1325,Халва тахинно-арахисовая,10_7_1
1326,Щербет с орехами (вост сладость),10_7_4
1327,Какао порошок,10_8_3
1328,Какао-напиток растворимый,10_8_1
1329,Кэроб, Порошок плодов рожкового дерева,10_8_4
1330,Шоколад горький,10_8_5
1331,Шоколад полугорький,10_8_6
1332,Шоколад молочно - ореховый,10_8_10
1333,Шоколад молочно-ореховый с изюмом,10_8_12
1334,Шоколад молочный,10_8_9
1335,Шоколад ореховый,10_8_11
1336,Шоколад с ягодами,10_8_13
1337,Шоколад сливочный,10_8_8
1338,Шоколадная паста,10_8_14
1339,Конфеты Помадные,10_9_1
1340,Конфеты шоколадные,10_9_4
1341,Зерна и орехи в меду или сахаре, в тч козинак,10_9_5
1342,Пралине с соевой мукой (раффинозы и стахиозы менее 0,3%),10_9_3
1343,Батончики протеиновые,10_9_7
1344,Батончики фруктовые,10_9_6
1345,Батончики шоколадные,10_9_8
1346,Конфеты Грильяжные,10_9_9
1347,Конфеты Желейные,10_9_10
1348,Конфеты Кремо-сбивные,10_9_11
1349,Конфеты Помадные глазированные шок,10_9_12
1350,Конфеты Сбивные,10_9_15
1351,Пралине,10_9_13
1352,Пралине со слоями вафель,10_9_14
1353,Конфеты Ассорти,10_9_16
1354,Жевательная конфета,10_3_2
1355,Мармелад фруктово-ягодный,10_5_2
1356,Пастила, глазированная шоколадом,10_6_2
1357,Халва ,10_7_1
1358,Халва тахинно-шоколадная,10_7_2
1359,Горячий шоколад,10_8_2
1360,Пралине с ржаной мукой,10_9_2
1361,Глазурь жировая,10_14_3
1362,Какаовелла,10_14_6
1363,Крахмал картофельный,10_14_7
1364,Крахмал кукурузный,10_14_8
1365,Мука из зародышей пшеницы,10_14_10
1366,Патока кукурузная,10_14_11
1367,Пектин,10_14_12
1368,Повидло или варенье морковное,10_14_13
1369,Подварка апельсиновая,10_14_14
1370,Подварка морковная,10_14_15
1371,Подварка кабачковая,10_14_16
1372,Подварка свекольная,10_14_17
1373,Фосфатидный концентрат соевый,10_14_20
1374,Цукаты морковные,10_14_22
1375,Шикозин,10_14_23
1376,Десерт с заварным кремом,10_12_3
1377,Десерт разный ,10_12_4
1378,Стевия,10_13_2
1379,Аспартам,10_13_3
1380,Ирис тираженный с орехом,10_4_2
1381,Напиток Апельсиновый сокосодержащий,11_3_1
1382,Сок свежевыжатый, фреш,11_1_26
1383,Сок Абрикосовый ,11_1_1
1384,Сок Ананасовый ,11_1_3
1385,Сок Апельсиновый ,11_1_4
1386,Сок Виноградный ,11_1_5
1387,Сок Вишневый ,11_1_7
1388,Сок Гранатовый ,11_1_8
1389,Сок Грейпфрутовый ,11_1_9
1390,Сок Грушевый,11_1_18
1391,Сок Лимонный ,11_1_10
1392,Сок Персиковый ,11_1_12
1393,Сок фруктовый ассорти,11_1_17
1394,Сок Черноплодной Рябины,11_1_15
1395,Сок Шиповника,11_1_16
1396,Сок Яблоко-Вишня,11_1_6
1397,Сок Яблочно-Морковный,11_1_25
1398,Сок Яблочно-виноградный,11_1_20
1399,Сок Яблочно-грушевый,11_1_19
1400,Сок Яблочный ,11_1_21
1401,Кофе на молоке,11_9_3
1402,Напиток На  эссенциях  («Кока-кола»,  «Пепси-кола»,  «Байкал»  и  др.) ,11_12_3
1403,Напиток На  эссенциях  («Кока-кола»,  «Пепси-кола»,  «Байкал» без сах,11_12_4
